Time,ax,ay,az,gx,gy,gz,mx,my,mz
43.08340406417847,-0.72,-0.56,0.41,0.0,0.49,-1.4,38.11,34.21,7.05
43.13566303253174,-0.72,-0.56,0.39,-0.06,-0.18,-1.34,39.76,33.91,5.85
43.1879608631134,-0.73,-0.56,0.41,-0.06,-1.28,-1.04,39.46,34.66,6.9
43.240134954452515,-0.72,-0.56,0.4,-0.18,-1.71,-0.73,39.01,35.11,6.15
43.2920880317688,-0.72,-0.56,0.39,-0.12,-1.77,-0.67,39.16,34.51,6.75
43.3445520401001,-0.72,-0.56,0.4,-0.06,-1.59,-0.79,38.56,34.21,7.8
43.39752793312073,-0.73,-0.56,0.4,-0.06,-1.4,-0.79,39.46,34.36,6.15
43.44946599006653,-0.73,-0.56,0.41,-0.12,-1.22,-0.85,38.56,36.01,5.7
43.501370906829834,-0.73,-0.56,0.4,-0.06,-1.16,-0.73,38.71,34.36,6.9
43.553386926651,-0.72,-0.55,0.41,-0.12,-0.98,-0.98,38.26,33.91,6.15
43.60586094856262,-0.73,-0.56,0.38,-0.12,-0.67,-0.91,39.16,34.81,7.05
43.65816307067871,-0.73,-0.56,0.41,-0.12,-0.43,-1.04,39.16,33.01,6.75
43.71100687980652,-0.73,-0.57,0.39,0.0,0.0,-1.1,37.96,35.41,5.85
43.76448893547058,-0.72,-0.56,0.4,0.0,0.43,-1.16,39.76,33.91,7.2
43.8163640499115,-0.72,-0.56,0.41,0.0,1.16,-1.28,40.06,33.61,7.95
43.86825394630432,-0.72,-0.56,0.4,0.0,1.52,-1.52,39.76,35.41,7.95
43.92016386985779,-0.72,-0.56,0.4,0.06,1.59,-1.83,38.71,33.61,5.55
43.9722158908844,-0.72,-0.56,0.41,0.06,1.89,-2.13,39.91,36.76,6.0
44.024160861968994,-0.73,-0.55,0.39,0.06,2.13,-2.2,39.91,33.76,5.7
44.07732391357422,-0.72,-0.56,0.4,0.12,2.5,-2.38,39.16,34.51,6.45
44.12920093536377,-0.72,-0.56,0.39,0.12,2.5,-2.38,40.06,36.16,5.55
44.18218803405762,-0.72,-0.57,0.39,0.12,2.74,-2.38,38.86,36.31,6.75
44.2340350151062,-0.72,-0.57,0.42,0.06,2.44,-2.01,39.46,35.71,6.6
44.28588104248047,-0.72,-0.56,0.41,0.06,2.2,-1.71,39.76,34.66,5.1
44.337952852249146,-0.72,-0.56,0.41,0.0,1.83,-1.46,38.71,35.71,6.9
44.38981604576111,-0.72,-0.56,0.4,0.0,1.34,-1.4,39.46,35.11,4.05
44.44168186187744,-0.72,-0.56,0.41,0.06,1.04,-1.4,39.61,33.46,6.75
44.49364995956421,-0.73,-0.56,0.4,0.06,0.55,-1.28,40.51,34.66,6.6
44.545449018478394,-0.73,-0.56,0.39,-0.06,0.06,-1.22,38.86,32.71,7.05
44.59840703010559,-0.73,-0.56,0.39,-0.06,-0.61,-1.16,38.56,34.81,6.45
